date,temperature_max
2025-10-02,11.4
2025-10-03,10.4
2025-10-04,12.8
2025-10-05,13.4
2025-10-06,12.8
2025-10-07,14.1
2025-10-08,14.4
2025-10-09,13.7
2025-10-10,14.2
2025-10-11,14.4
2025-10-12,12.9
2025-10-13,11.6
2025-10-14,11.4
2025-10-15,11.3
2025-10-16,11.9
2025-10-17,12.9
2025-10-18,8.6
2025-10-19,9.8
2025-10-20,8.8
2025-10-21,11.4
2025-10-22,14.9
2025-10-23,17.4
2025-10-24,13.7
2025-10-25,10.9
2025-10-26,11.6
2025-10-27,8.9
2025-10-28,9.1
2025-10-29,12.1
2025-10-30,14.9
2025-10-31,11.3
2025-11-01,12.4
2025-11-02,15.3
2025-11-03,10.8
2025-11-04,11.6
2025-11-05,11.8
2025-11-06,12.4
2025-11-07,10.6
2025-11-08,6.6
2025-11-09,7.8
2025-11-10,8.0
2025-11-11,7.0
2025-11-12,8.4
2025-11-13,11.5
2025-11-14,10.9
2025-11-15,8.1
2025-11-16,7.8
2025-11-17,7.7
2025-11-18,3.8
2025-11-19,4.5
2025-11-20,2.8
2025-11-21,1.4
2025-11-22,2.2
2025-11-23,-1.0
2025-11-24,0.5
2025-11-25,0.9
2025-11-26,1.5
2025-11-27,1.5
2025-11-28,0.3
2025-11-29,1.6
2025-11-30,2.2
2025-12-01,2.3
2025-12-02,4.7
2025-12-03,5.8
2025-12-04,5.1
2025-12-05,8.4
2025-12-06,6.7
2025-12-07,5.3
2025-12-08,8.8
2025-12-09,10.5
2025-12-10,10.5
2025-12-11,10.6
2025-12-12,7.8
2025-12-13,6.4
2025-12-14,5.9
2025-12-15,3.8
2025-12-16,1.9
2025-12-17,6.8
2025-12-18,3.9
2025-12-19,3.9
2025-12-20,4.3
2025-12-21,3.7
2025-12-22,3.2
2025-12-23,2.8
2025-12-24,-3.0
2025-12-25,-5.3
2025-12-26,1.1
2025-12-27,1.3
2025-12-28,2.9
2025-12-29,1.7
2025-12-30,-1.5
2025-12-31,-2.5
